#class tools::wcsv::ntuple
#title Tracker 2 coordinates
#separator 44
#vector_separator 59
#column int EventNumber
#column double Phi
#column double Theta
1,-1.6476,1.60124
4,0.10315,0.921112
4,0.103149,0.921112
4,0.103148,0.921112
5,-0.00992281,1.47113
6,0.858824,2.14534
6,0.858824,2.14534
9,2.82924,1.12776
9,2.82924,1.12776
11,-1.94937,2.29637
11,-1.94938,2.29637
11,-1.94935,2.29639
11,-1.94933,2.2964
11,-1.9493,2.29641
11,-1.94927,2.29641
11,-1.94926,2.29642
11,-1.94925,2.29643
11,-1.94925,2.29644
11,-1.94925,2.29644
11,-1.94925,2.29643
13,-0.699114,0.836686
13,-0.699114,0.836686
14,-1.62211,1.1765
14,-1.62211,1.1765
17,-0.0296178,1.02114
17,-1.53991,1.63517
20,-0.634777,1.99601
20,-0.634778,1.99601
25,-2.13669,1.48287
25,-2.13669,1.48287
26,-0.150071,1.70683
26,-0.305873,1.8771
26,-0.306266,1.87946
27,0.310552,2.03148
33,1.67764,1.99993
39,-3.06678,1.93751
42,-3.11628,1.49887
42,-3.11628,1.49887
43,3.11731,2.06692
43,3.11731,2.06692
43,3.11731,2.06692
44,2.72831,0.87785
44,2.84541,0.810967
45,2.80821,1.09886
47,-2.62475,1.98195
49,1.14472,0.995557
50,-2.78892,1.38253
51,-0.964291,0.970585
51,-1.17484,1.48034
51,-1.17484,1.48034
51,-1.17484,1.48034
51,-1.17484,1.48035
51,-1.17484,1.48035
51,-1.17485,1.48036
51,-1.17486,1.48036
51,-1.17487,1.48036
51,-1.17488,1.48036
51,-1.17488,1.48036
54,-0.620973,1.95403
54,-0.620973,1.95403
63,2.88008,2.15646
63,2.88008,2.15646
63,2.88006,2.15647
63,2.88005,2.15648
63,2.88003,2.15648
63,2.88005,2.15648
63,2.88005,2.15649
67,3.0877,1.5882
69,-1.77987,1.08292
72,-2.7232,1.04766
73,0.178739,0.799714
73,0.178739,0.799714
73,0.178739,0.799713
75,-2.5858,1.21568
75,-2.5858,1.21568
75,-2.58581,1.21568
75,-2.47685,1.18162
75,-2.5858,1.21568
75,-2.58577,1.21568
75,-2.58574,1.2157
75,-2.5857,1.21569
75,-2.58572,1.21567
75,-2.58573,1.21566
76,0.607746,1.57721
77,1.0201,1.7806
77,1.0201,1.7806
79,3.05047,1.82026
79,3.04913,1.81984
81,0.22334,1.79804
82,0.979146,0.84471
82,0.979148,0.844709
83,-2.39452,1.79919
86,2.48294,1.84667
86,2.48294,1.84667
87,-3.00294,1.92198
88,2.88807,1.16035
88,2.88807,1.16035
89,-2.84962,1.56902
89,-2.73658,1.67665
95,-1.52432,2.24632
95,-1.52432,2.24632
96,2.8825,0.805581
97,1.40387,1.25959
100,-0.802994,2.14045
100,-0.814142,2.26231
100,-0.814124,2.26234
100,-0.814101,2.26234
100,-0.814067,2.26234
100,-0.814035,2.26234
100,-0.814009,2.26235
100,-0.813985,2.26236
100,-0.813981,2.26236
101,2.34028,1.64045
104,-2.56651,1.28614
106,2.74681,1.25124
106,2.74681,1.25124
109,1.22158,1.34843
111,2.83471,2.28419
114,-0.231565,1.49548
114,-0.231566,1.49548
115,1.29814,2.29425
115,1.29814,2.29425
117,-2.92076,2.20365
117,-2.92546,2.20422
119,2.41783,1.37462
121,-2.61378,1.05527
129,2.85162,0.799212
131,0.612085,2.07514
133,1.72325,1.66358
134,-2.38723,1.78236
134,-2.64201,1.79879
136,-0.981855,1.27661
137,1.68279,1.96681
137,1.68279,1.96681
137,1.68279,1.96679
137,1.68278,1.96678
138,1.48162,2.19365
139,-0.49463,2.27478
142,2.92309,1.92411
143,2.89426,1.29837
143,2.89426,1.29837
143,2.89429,1.2983
144,-1.88706,2.10741
144,-1.88705,2.1074
144,-1.88707,2.10741
144,-1.88707,2.10741
144,-1.88709,2.10741
145,-1.81214,1.80518
145,-1.81214,1.80518
147,3.06827,1.54038
149,2.49268,0.893983
149,2.49268,0.893984
152,1.64222,1.9688
152,1.64222,1.9688
152,1.64222,1.96881
152,1.64221,1.96882
152,1.64221,1.96882
152,1.64219,1.96883
152,1.64217,1.96884
152,1.64213,1.96884
152,1.64209,1.96883
152,1.64214,1.96882
152,1.64216,1.96881
153,-2.26003,2.02252
153,-2.26003,2.02252
154,-2.15794,1.23218
154,-2.15794,1.23218
154,-2.15794,1.23218
154,-2.3252,1.1736
157,-1.80045,1.81275
158,-0.381524,1.39848
161,-0.245364,1.09701
162,-0.747742,1.67826
166,-0.796632,0.943486
167,-2.00916,0.846162
169,1.01822,1.43246
169,1.01822,1.43246
171,0.98848,1.16442
173,0.474654,2.15692
176,-2.05426,0.812373
179,1.29117,1.32999
179,1.29117,1.32999
179,1.29118,1.33001
179,1.29118,1.33001
179,1.29118,1.33002
179,1.29118,1.33002
183,-0.553495,0.827995
184,0.380578,1.16167
187,-0.22536,1.05047
188,-0.634697,2.09067
188,-0.634697,2.09067
188,-0.634684,2.09066
188,-0.634662,2.09065
188,-0.634628,2.09064
188,-0.634584,2.09062
188,-0.63458,2.09061
191,0.553401,2.14419
192,-2.78229,1.4266
192,-2.78725,1.42761
195,2.40113,1.06396
195,2.40113,1.06396
195,2.37512,1.04639
197,1.42226,1.79358
198,-2.80523,1.20926
199,-2.95928,1.86523
201,0.151906,1.01887
201,2.28214,2.16961
201,-0.0208399,1.24866
201,-0.0208432,1.24868
201,-0.0208571,1.24869
201,-0.020859,1.24869
201,-0.0208118,1.24872
201,-0.020759,1.24872
201,-0.0207387,1.24872
201,-0.0208969,1.24872
201,-0.0209074,1.24874
201,-0.16709,0.946899
201,-0.167066,0.946976
201,-0.121356,1.03837
202,3.04771,1.28996
205,-0.982253,1.63182
206,-2.73168,0.787718
207,0.758669,2.34408
208,1.0703,1.31624
208,1.0703,1.31624
211,2.13788,1.72773
211,2.13788,1.72773
211,2.13788,1.72773
211,2.23041,1.64547
211,2.23042,1.64547
211,2.23044,1.64547
211,2.23047,1.64548
211,2.23049,1.6455
211,2.23048,1.6455
211,2.23047,1.64552
211,2.23047,1.64554
211,2.23045,1.64555
211,2.23044,1.64556
211,2.23044,1.64558
211,2.23044,1.64558
212,-1.03794,2.19806
212,-1.03794,2.19806
215,-2.2807,1.9336
216,-0.179309,1.65932
216,-0.179309,1.65932
221,1.08114,1.06171
221,1.08114,1.06171
221,1.08114,1.06171
221,1.08117,1.06171
221,1.08118,1.06171
232,2.5412,1.60517
233,2.09399,1.90471
234,0.994814,2.31671
237,2.43541,0.84957
238,2.41308,1.93967
240,1.7394,0.840355
240,1.7394,0.840355
243,-2.39729,1.72752
246,-1.68443,1.31375
246,-1.68443,1.31375
252,1.84064,1.6742
253,-2.58229,0.82453
253,-2.58229,0.82453
260,-2.11564,1.95863
260,-2.16319,2.02143
260,-1.8031,1.62859
260,-1.8031,1.62859
260,-1.8031,1.62859
260,-1.8031,1.62859
260,-1.8031,1.62859
260,-1.80311,1.62858
260,-1.80311,1.62858
260,-1.80311,1.62858
261,-2.97021,2.08936
261,-3.0147,2.05272
262,0.651814,1.03643
264,-1.89787,2.35145
267,1.50931,2.20578
270,1.09523,2.28242
271,1.7954,1.81928
271,1.7954,1.81928
272,2.95387,1.42883
277,-1.77253,0.919431
277,-1.77253,0.919432
278,-3.11866,1.39755
278,-3.11866,1.39755
279,-1.52626,1.01551
287,-0.760744,1.82492
287,-0.760744,1.82492
290,0.856617,1.99257
290,0.856617,1.99257
290,0.947686,1.76974
290,0.947688,1.7697
291,1.28947,1.27153
292,0.472737,1.29205
295,1.04587,0.935874
295,1.04587,0.935874
295,1.04587,0.935874
295,1.04587,0.935874
295,1.04587,0.935874
295,1.04586,0.935916
295,1.04585,0.935963
295,1.04587,0.935968
296,2.78594,0.977611
296,2.78593,0.977611
297,-1.67001,1.47731
297,-1.67001,1.47731
299,-2.2555,2.1959
299,-2.2555,2.1959
300,-0.415122,1.66283
301,-1.86957,0.963866
302,-0.312284,2.07816
306,-1.03366,0.838367
309,-1.01925,1.4628
313,-2.91701,2.07967
313,-2.91701,2.07966
313,2.48592,2.02533
313,-2.91702,2.07968
313,-2.91703,2.0797
313,-2.91704,2.07971
313,-2.91706,2.07972
313,-2.91708,2.07971
313,-2.91714,2.07971
313,-2.91716,2.07971
314,-2.69688,0.885729
315,1.65034,1.44931
317,0.417341,0.947789
317,0.417341,0.947789
318,-0.291412,0.993336
319,-0.125801,1.26582
319,-0.125801,1.26582
319,-0.125801,1.26582
320,2.06255,2.30362
321,-0.932305,2.31415
322,2.393,1.64663
324,2.40417,0.938324
326,0.542119,1.55003
330,1.37048,2.03243
330,1.34796,1.72884
334,-1.52331,1.35869
334,-1.52283,1.35714
337,-0.316135,2.1716
339,-0.747148,0.788178
344,-2.76725,1.62304
344,-1.35481,1.40978
345,1.01765,0.89428
345,0.937007,0.853055
346,-1.92795,1.83797
348,-0.183304,1.83721
349,-2.42292,2.06371
350,-2.51773,1.73139
352,0.479487,1.49158
352,0.479487,1.49158
352,0.47967,1.49174
352,0.479487,1.49158
353,2.77832,0.837706
355,-0.499564,2.05416
359,-2.51227,1.47833
360,-0.456648,1.09112
360,-0.456649,1.09112
360,-0.456645,1.09113
360,-0.456636,1.09113
360,-0.456626,1.09113
360,-0.456608,1.09115
360,-0.456598,1.09115
360,-0.456592,1.09115
360,-0.456587,1.09116
360,-0.456581,1.09116
360,-0.456578,1.09117
360,-0.456575,1.09118
360,-0.456564,1.09119
360,-0.45655,1.0912
360,-0.456542,1.0912
364,2.62879,1.97717
364,2.62879,1.97717
364,2.62879,1.97717
364,2.62879,1.97717
364,2.62879,1.97716
364,2.62878,1.97716
364,2.62878,1.97717
365,2.74033,0.93282
365,2.74033,0.932821
366,-2.25578,2.13835
368,1.22418,1.12545
371,2.77608,2.10381
372,-0.57742,1.82112
373,0.282585,1.88748
379,2.34111,1.33315
381,-0.198288,1.15843
381,-0.198287,1.15843
382,1.08036,2.30861
382,1.08036,2.30861
383,-0.28117,1.24361
383,-0.28117,1.24361
383,-0.281171,1.24361
383,-0.281175,1.24357
383,-0.281191,1.24353
383,-0.28118,1.2435
384,1.72923,0.889687
385,-1.98749,1.7325
385,-0.188037,1.14772
388,0.90578,0.93845
