#class tools::wcsv::ntuple
#title Deposited energy
#separator 44
#vector_separator 59
#column double Generated
#column double Layer1
#column double Layer2
#column double Layer3
#column double Layer4
#column double Layer5
0,0,0,0,0,0
0,0,0,33.9626,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,34.3463
0,0,0,21.2308,0,0
0,39.0181,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,34.0404,0
0,0,0,0,0,0
0,10.2027,0.510999,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,27.2092,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.152095,0,39.5403
0,0,0,0,0,0
0,0,0,0,0,0
0,0,29.8783,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.247706,68.1865,0,0
0,0,0,37.8643,0,0
0,0,63.8113,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,26.3688,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,32.5798,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,54.5383,0,0.0899629
0,22.5917,0,0,0,0
0,0,0,0,0,29.648
0,0,0,0,28.1311,0
0,0,0,0,0,0
0,0,43.9448,0,0,0
0,0,0,0,0,0
0,0,0,0,0,29.5049
0,0,0,0,19.7789,0
0,0,0,0,0,30.7253
0,0,0,0,0,0
0,0,0,0,0,0
0,0,21.4837,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,26.1264,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,58.4325,0,0
0,0,0,0,0,0
0,0,0,0,24.9292,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,26.8962
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,22.7747,0
0,0,0,34.1232,0,0
0,0,38.2703,0,0,0
0,0,0,0,0,0
0,0,22.8637,0,0.0277848,0
0,0,0,0,0,0
0,0,33.822,0,0,0
0,0,0,0.0813295,0,50.5638
0,0,46.3535,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,24.9596,0,0,0
0,0,54.1041,0,0,0.51485
0,0,0,0,34.4713,0
0,0,0,28.044,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,32.6161,0,0,0,0
0,0,0,0,0,0
0,0,0,0,71.7281,0
0,0,0,0,0,0
0,0,0,0,0,0
0,31.5925,0,0,0,0
0,0.385514,0.16395,68.6472,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,28.192,0
0,0,0,0,0,0
0,0,0,0,26.5562,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,27.3708,0
0,0,0,0,0,0
0,44.0518,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,26.4628,0,0
0,36.6373,0,0,0,0
0,0,0,0,0,0
0,28.0641,0,0,0,0
0,0,0,0,0,0
0,0,0,0,26.2909,0
0,0,0,0,0,0
0,0,0,0,0,47.444
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,27.7782,0,0,0,0
0,0,0,0,0,0
0,0,0,38.6527,0.00791954,0
0,0,32.0936,0,0,0
0,0,0,0,0,0
0,0,0,0,20.5697,0
0,0,64.636,0,0,0
0,36.005,0,0,0,0
0,37.1533,0.266522,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,32.7307,0,0,0
0,0,0,0,37.0429,0
0,54.6776,0.436969,0,0,0
0,0,22.1913,0,0,0
0,0,0,0,0,0
0,0.0818958,0,26.0178,0,0
0,0,0,0,0,0
0,0,0,0,0,31.6325
0,0,0,0,0,0
0,0,0,0,0,0
0,0,23.6193,0,0,0
0,0,32.9314,0,0,0
0,0,0.031183,0,25.761,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,24.8018,0,0,0
0,0,0,51.9628,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,35.2543,0
0,0,0,25.6598,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,31.8824
0,0,0,0,0,48.6065
0,0,0,0,0,0
0,0,0,26.5084,0,0
0,0,0,0,0,0
0,0,0,0,23.3043,0
0,0,0,0,0,0
0,50.6902,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.723763,34.5697,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,30.9461,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,22.8676
0,26.4192,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,27.0623,0,0,0,0
0,0,0,27.8412,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,71.0713
0,0,0,0,0,0
0,0,35.2796,0,0,0
